Disposal_ID,Book_ID,Conservator_ID,Method,Material_of_Book,Date
6030160,3177259892,200010,Burial,Synthetic,2023-04-28
2360148,5089522208,200013,Recycling,Synthetic,2024-02-21
9700192,4750839758,200015,Burial,Synthetic,2023-07-17
6161248,9874912462,200006,Donation,Paper,2023-03-11
9306978,9900877154,200011,Recycling,Paper,2023-10-22
7078757,8847133941,200015,Donation,Paper,2023-10-13
2360168,8492419422,200027,Shredding,Synthetic,2023-07-07
5505897,8740746047,200010,Repurposing,Synthetic,2024-11-07
4195178,1439855131,200008,Shredding,Synthetic,2024-01-16
8127339,3081299609,200006,Shredding,Paper,2023-07-05
1180528,6984618245,200020,Repurposing,Metal,2023-12-26
3933047,6612278956,200020,Burial,Synthetic,2024-01-08
9962362,9058325188,200015,Donation,Synthetic,2024-12-17
9307004,6888427864,200010,Recycling,Synthetic,2024-03-31
8651646,1253441797,200013,Recycling,Paper,2024-11-11
5636992,5923615557,200020,Burial,Leather,2023-10-23
7996289,5220971080,200008,Donation,Synthetic,2023-10-02
9307015,6951310710,200015,Recycling,Leather,2025-01-13
3539853,4608042010,200008,Burial,Leather,2024-01-29
9700239,3476717176,200011,Repurposing,Metal,2024-05-18
6030223,8785708357,200006,Repurposing,Synthetic,2024-06-05
1180559,9473915997,200020,Burial,Paper,2024-10-10
5374874,6404115702,200010,Shredding,Metal,2024-06-27
6030235,3633384957,200011,Burial,Metal,2024-04-13
9175970,2157858508,200013,Donation,Synthetic,2023-02-22
4457389,9028518005,200027,Repurposing,Leather,2024-03-28
6554541,5123774228,200008,Shredding,Leather,2023-06-10
3015600,7285608396,200020,Burial,Paper,2023-08-20
9307058,8363104200,200027,Incineration,Paper,2024-04-18
6161333,4022759887,200026,Shredding,Leather,2024-04-23
8782774,5200986238,200027,Donation,Paper,2024-03-25
6161335,9601567740,200015,Shredding,Synthetic,2023-11-15
1180605,1398887120,200020,Repurposing,Paper,2024-04-05
8651716,8483101067,200020,Shredding,Metal,2024-03-15
4195276,6359810607,200027,Shredding,Leather,2023-08-01
8389590,7633761869,200006,Repurposing,Leather,2023-06-11
1573855,2297417884,200027,Repurposing,Leather,2024-08-09
6161390,6572557573,200020,Burial,Leather,2024-01-10
7209982,4641579025,200008,Donation,Synthetic,2024-05-14
2884607,2389700363,200020,Incineration,Synthetic,2023-07-09
1967106,6902429369,200026,Incineration,Synthetic,2023-01-25
1180687,5907702226,200011,Recycling,Paper,2024-04-27
4850721,7886139064,200010,Donation,Metal,2024-01-22
8651810,7845765269,200027,Recycling,Synthetic,2025-01-12
3540004,4441645793,200027,Incineration,Leather,2023-04-29
8258597,9944202549,200008,Recycling,Metal,2023-04-01
6816810,6144907502,200015,Donation,Metal,2024-11-14
8782901,7206317258,200027,Repurposing,Metal,2023-01-20
6423606,7319742342,200026,Incineration,Leather,2024-11-12
5506101,5701143941,200013,Incineration,Paper,2023-03-31
5637176,1874079267,200026,Incineration,Paper,2025-01-11
3540033,2595510007,200027,Recycling,Synthetic,2023-06-14
3802177,5781756750,200006,Donation,Synthetic,2024-12-20
8127555,3513658793,200006,Recycling,Leather,2024-05-10
2622532,6952919381,200010,Recycling,Paper,2024-04-09
7603270,5544581677,200008,Burial,Paper,2024-08-21
5899335,5196063873,200008,Shredding,Metal,2024-07-15
4457546,5589663433,200010,Donation,Metal,2023-09-15
7078989,5628455424,200010,Incineration,Metal,2023-05-08
5506135,6042747343,200008,Recycling,Synthetic,2024-02-05
7603311,4574461853,200008,Donation,Synthetic,2025-01-14
9176176,9567682015,200027,Repurposing,Synthetic,2024-02-16
5637233,1089221581,200026,Recycling,Synthetic,2024-07-23
7079026,9401939392,200010,Burial,Leather,2023-11-30
4981892,7626095072,200011,Incineration,Leather,2024-04-22
7341194,4048952903,200026,Donation,Paper,2024-03-25
5899404,4480603818,200013,Repurposing,Metal,2023-04-13
2491543,4750417045,200027,Donation,Synthetic,2024-03-01
9831576,9200661401,200010,Repurposing,Paper,2023-05-26
2753696,5945103052,200008,Recycling,Paper,2023-05-31
6816941,4067856204,200010,Incineration,Leather,2024-11-30
4326574,1406356741,200006,Shredding,Synthetic,2023-08-03
9438381,4291009094,200010,Donation,Synthetic,2023-04-19
7079099,2228621497,200015,Recycling,Synthetic,2023-11-05
9831614,2289940152,200011,Repurposing,Metal,2023-08-29
7734465,2460062083,200010,Donation,Leather,2023-06-13
8914119,6449197866,200013,Recycling,Paper,2024-10-13
2360520,5061271924,200006,Shredding,Paper,2023-07-10
7603442,7450647027,200020,Burial,Paper,2023-06-17
9307383,1666908732,200006,Donation,Metal,2023-05-31
1180932,9225381165,200010,Burial,Paper,2023-09-07
1443080,6103137124,200010,Incineration,Metal,2024-11-21
2229521,9375990265,200008,Donation,Metal,2024-04-23
4064531,1755352907,200015,Donation,Synthetic,2023-12-23
7865620,8149505453,200020,Shredding,Leather,2023-08-26
5506347,3898408900,200027,Donation,Metal,2023-02-02
8127794,2894718027,200011,Burial,Paper,2023-05-15
5244213,2522405059,200010,Donation,Paper,2024-01-10
9045304,1476741101,200026,Incineration,Metal,2024-02-20
6292802,5564210817,200026,Burial,Leather,2024-05-09
7996740,6808576763,200020,Repurposing,Synthetic,2024-05-01
4195655,4925036855,200020,Incineration,Paper,2024-05-29
3671371,2906245885,200013,Repurposing,Paper,2023-10-19
4851027,1783942408,200013,Donation,Paper,2024-02-07
1181012,1779967274,200010,Recycling,Leather,2024-12-01
2360665,9372901404,200026,Incineration,Synthetic,2024-09-24
3147098,3905522415,200020,Shredding,Leather,2023-03-08
4719965,6934740319,200026,Donation,Synthetic,2023-03-09
3802465,2408916656,200026,Repurposing,Leather,2023-02-10
7079277,4994298549,200020,Donation,Paper,2024-04-28
8390000,1655803879,200026,Repurposing,Synthetic,2024-02-02
7079293,2051677905,200013,Incineration,Synthetic,2023-04-20
7734660,9733661206,200011,Shredding,Metal,2024-08-10
5637520,8643628510,200006,Repurposing,Paper,2024-02-19
7734690,9586497348,200013,Recycling,Synthetic,2023-04-25
4064693,5958813024,200026,Recycling,Synthetic,2023-02-20
4720069,6188867800,200006,Repurposing,Leather,2023-11-16
9176518,6885737493,200013,Donation,Paper,2023-10-11
4326860,3199869340,200010,Incineration,Paper,2023-05-15
8652239,5716592049,200027,Recycling,Paper,2024-12-27
6948305,2667177916,200010,Incineration,Leather,2024-09-03
4457946,9979727929,200015,Donation,Paper,2024-08-11
5506529,5006863271,200026,Recycling,Paper,2023-12-14
5375460,8666596376,200027,Burial,Metal,2024-06-16
9962981,4101166780,200020,Shredding,Paper,2024-05-06
1967598,5937864856,200008,Donation,Metal,2023-11-26
1050097,3734361421,200011,Shredding,Synthetic,2023-07-24
4589042,5208037423,200027,Shredding,Leather,2024-03-19
7341575,7227045959,200020,Shredding,Paper,2023-11-02
4326932,1356783392,200027,Incineration,Metal,2023-10-14
1967641,7867201363,200027,Shredding,Synthetic,2024-10-04
2623009,7508723371,200013,Recycling,Leather,2023-07-23
9045548,4660461511,200026,Shredding,Leather,2023-03-14
5506605,5160108278,200015,Shredding,Paper,2024-10-13
2623027,3122149581,200011,Donation,Paper,2024-07-14
6555195,3956598327,200020,Shredding,Metal,2023-01-22
3540553,1057192752,200010,Burial,Paper,2023-06-04
5506643,2081689371,200026,Burial,Paper,2024-01-07
8390245,7087678468,200006,Incineration,Metal,2024-08-27
9832037,2920078790,200011,Shredding,Metal,2024-11-17
7865960,9682009564,200013,Repurposing,Leather,2023-12-05
6162029,5920728227,200008,Burial,Leather,2023-02-05
4327024,2989110771,200020,Shredding,Synthetic,2023-10-08
2885241,5568017199,200006,Recycling,Leather,2023-01-22
7997058,9345776327,200027,Burial,Paper,2023-04-29
8914563,7895158670,200008,Burial,Synthetic,2024-01-10
8914569,1166516362,200008,Donation,Paper,2023-02-15
6030989,1181463972,200006,Recycling,Synthetic,2023-08-25
6424207,4029016659,200027,Recycling,Leather,2023-09-07
8390325,8844794985,200011,Recycling,Leather,2024-11-24
4720320,5646826526,200008,Recycling,Metal,2024-09-24
7997121,5731906319,200011,Repurposing,Leather,2023-12-11
3933896,3311364462,200026,Recycling,Leather,2023-10-31
4982482,7629064403,200006,Burial,Synthetic,2025-01-02
1967828,3945244027,200027,Recycling,Synthetic,2023-09-16
9832158,3101751465,200015,Donation,Synthetic,2024-11-01
6424290,5338100451,200015,Donation,Synthetic,2023-03-25
2885347,9906001416,200015,Donation,Synthetic,2024-08-15
4065001,6644460997,200008,Burial,Metal,2024-11-01
6162159,8373902112,200026,Donation,Leather,2024-08-04
2361074,2146475680,200020,Burial,Metal,2024-10-06
2754295,3969151129,200020,Repurposing,Leather,2023-05-13
8390394,1937067089,200027,Repurposing,Leather,2024-04-22
7472891,6810260065,200027,Burial,Leather,2024-02-14
4065021,7723670507,200008,Incineration,Leather,2024-05-26
9570046,7888910226,200006,Recycling,Synthetic,2023-11-27
2098948,1799264541,200010,Repurposing,Leather,2024-12-17
4982543,3410687339,200006,Incineration,Paper,2023-07-31
3802897,9135050016,200027,Shredding,Leather,2023-12-10
7341842,2381599741,200027,Recycling,Synthetic,2023-09-25
2623260,1327981939,200008,Repurposing,Paper,2023-04-05
2754341,2311736541,200020,Shredding,Leather,2024-10-21
5768999,8045204972,200020,Recycling,Metal,2024-02-02
5900077,3765686514,200027,Burial,Paper,2024-10-23
3933999,7147281349,200026,Incineration,Paper,2023-10-29
7866161,5492650625,200011,Shredding,Metal,2024-03-22
8521522,4984425742,200027,Incineration,Metal,2024-07-15
3802930,1630188584,200006,Donation,Metal,2024-05-01
1181493,7153737346,200020,Repurposing,Paper,2024-06-16
5506876,5397735665,200010,Donation,Paper,2024-06-25
7735102,5192034665,200020,Shredding,Metal,2023-12-25
7472966,2007007343,200027,Donation,Synthetic,2024-06-04
1050445,3004159068,200006,Shredding,Synthetic,2023-11-23
9832275,4394195121,200020,Shredding,Leather,2024-09-11
1836883,7717668583,200008,Shredding,Leather,2023-12-17
2230104,2256373578,200020,Burial,Leather,2023-08-08
6948702,3107314103,200011,Burial,Leather,2023-10-10
9176940,9490068649,200010,Incineration,Metal,2024-12-25
7866229,7624936015,200013,Incineration,Synthetic,2024-07-15
6555516,3371377781,200026,Repurposing,Leather,2024-05-29
3409793,2766207314,200026,Repurposing,Synthetic,2023-02-05
6817677,4904850993,200026,Recycling,Leather,2024-11-20
1312661,3559711892,200020,Shredding,Leather,2025-01-13
6948772,8892831157,200026,Burial,Metal,2024-02-25
9963429,2280182985,200015,Repurposing,Leather,2023-05-25
3803056,5854118374,200015,Burial,Metal,2023-11-24
9832378,2462809118,200015,Burial,Paper,2024-11-28
3147714,7620529418,200006,Donation,Leather,2024-05-22
5638085,5896455691,200011,Donation,Leather,2024-04-28
6424539,7257472644,200010,Incineration,Paper,2025-01-14
3147743,6679194915,200008,Recycling,Leather,2024-08-26
7735267,4517867199,200010,Recycling,Metal,2023-08-14
8390628,3282218451,200011,Repurposing,Paper,2024-03-13
2230254,7498101155,200010,Donation,Metal,2023-04-08
3672058,9711816707,200008,Donation,Metal,2023-04-04
8128530,6133162405,200020,Recycling,Leather,2023-10-08
6948886,6341186050,200006,Repurposing,Leather,2024-03-04
9177111,5118425268,200027,Recycling,Metal,2023-04-21
2623516,4135048078,200013,Recycling,Metal,2024-09-25
5507100,1054083332,200026,Repurposing,Synthetic,2023-06-06
6293536,7329794150,200011,Repurposing,Paper,2025-01-04
2230305,9509419383,200011,Donation,Paper,2023-03-10
9308192,9848658041,200006,Repurposing,Leather,2023-01-30
8652852,2044144457,200011,Shredding,Paper,2023-01-24
1050677,3267117173,200027,Incineration,Metal,2023-09-26
5113911,8490702093,200015,Incineration,Paper,2023-06-17
4327481,8233919332,200015,Shredding,Paper,2023-03-25
6686780,9379021576,200006,Donation,Paper,2024-01-24
7735362,4319544846,200006,Burial,Leather,2023-03-08
9570371,3297576343,200020,Burial,Metal,2024-04-08
8521800,8725779715,200006,Repurposing,Leather,2023-05-30
5769290,7571282586,200008,Donation,Synthetic,2023-06-13
6817874,8520389490,200008,Shredding,Synthetic,2023-12-27
4851798,2240463889,200006,Incineration,Leather,2023-11-06
8390750,5982653797,200010,Burial,Synthetic,2023-06-12
3803238,9888483644,200011,Recycling,Metal,2023-06-09
7735419,9459551161,200010,Repurposing,Paper,2023-11-29
8915084,3028826567,200006,Incineration,Paper,2023-01-26
4851863,4894856691,200027,Donation,Leather,2024-08-25
4327582,8410349590,200008,Burial,Leather,2023-02-12
4196518,2335299726,200015,Shredding,Metal,2023-02-09
9177261,6760424675,200011,Shredding,Paper,2023-04-11
2623665,6811838265,200006,Burial,Synthetic,2024-03-20
1575093,9845823441,200011,Recycling,Synthetic,2024-08-30
6555833,2553128988,200027,Recycling,Synthetic,2024-06-23
6293696,9738702492,200020,Recycling,Leather,2024-02-07
1181898,7739270629,200006,Incineration,Leather,2024-02-02
1181903,4909665187,200010,Recycling,Synthetic,2024-08-09
1444048,7413684424,200026,Burial,Synthetic,2024-09-17
6818002,3093985785,200010,Burial,Metal,2024-01-02
1312985,8706982623,200008,Burial,Leather,2024-07-08
2230490,2098056925,200010,Burial,Metal,2023-02-11
2099420,6845796551,200020,Donation,Metal,2023-04-25
1444061,5069610985,200027,Shredding,Paper,2024-12-15
3016932,8660450594,200026,Repurposing,Leather,2024-07-04
7735526,6382068332,200026,Shredding,Synthetic,2023-09-10
9701614,4380763914,200015,Donation,Paper,2024-11-23
7604464,3777131755,200026,Repurposing,Paper,2024-10-06
9046260,7684528416,200008,Shredding,Leather,2023-12-30
1444098,5511470615,200013,Burial,Synthetic,2023-10-01
3016978,4393540055,200013,Shredding,Paper,2023-03-26
4720924,4845627084,200008,Burial,Synthetic,2023-04-03
4852007,5042448241,200006,Incineration,Paper,2024-07-28
3672367,5064404486,200026,Burial,Paper,2023-10-28
3803444,2683361362,200026,Donation,Paper,2024-05-06
6818123,2412384203,200027,Donation,Metal,2024-06-13
4196684,8311407270,200006,Repurposing,Leather,2023-02-15
8390999,4637654339,200011,Incineration,Leather,2024-07-19
6687064,7464870943,200006,Incineration,Synthetic,2024-09-08
5769565,7577832363,200020,Recycling,Synthetic,2023-08-24
5114221,6917207237,200010,Donation,Leather,2023-06-24
5507440,9283377885,200011,Burial,Leather,2023-05-13
1575286,3224159468,200010,Shredding,Synthetic,2024-09-15
7473527,9782729933,200010,Donation,Synthetic,2023-05-13
9701752,3117386051,200015,Burial,Paper,2024-10-05
5507449,2618758436,200027,Recycling,Synthetic,2024-01-27
4983162,4965662073,200015,Burial,Leather,2023-03-09
5507452,7904720302,200008,Incineration,Metal,2023-02-02
3279238,8639338202,200006,Donation,Synthetic,2023-10-20
6556039,6280817521,200006,Recycling,Leather,2024-10-24
4983178,4451250070,200006,Incineration,Leather,2023-10-30
6556045,9247089388,200008,Recycling,Synthetic,2024-11-12
9308564,3826735382,200010,Donation,Paper,2024-05-08
4458903,7500428841,200013,Shredding,Leather,2023-09-03
8915352,8780754946,200027,Donation,Paper,2023-03-10
5900706,3930352755,200015,Repurposing,Leather,2024-03-16
2623908,8126471081,200026,Shredding,Synthetic,2024-10-25
5507497,9870131222,200008,Shredding,Paper,2024-09-22
3017149,3255265461,200011,Repurposing,Metal,2023-02-06
6031807,1706986556,200006,Burial,Paper,2024-09-23
9177544,7682660954,200013,Repurposing,Synthetic,2023-12-09
7735752,9925957755,200026,Incineration,Leather,2024-05-26
7080394,9621405052,200008,Burial,Synthetic,2024-04-28
5769678,1570998978,200020,Repurposing,Metal,2024-11-13
9308630,6555088517,200015,Repurposing,Metal,2023-02-24
2361816,8967078738,200010,Shredding,Leather,2025-01-09
7211484,4279178543,200008,Repurposing,Paper,2023-02-07
8260068,2657330409,200006,Recycling,Synthetic,2024-01-29
6293995,5781461447,200006,Burial,Leather,2023-12-30
5114347,9370732147,200006,Shredding,Paper,2023-07-20
4196849,2666598277,200013,Recycling,Metal,2023-02-19
6162954,2227743473,200026,Shredding,Synthetic,2023-04-20
7211530,9860605189,200020,Incineration,Metal,2023-04-17
9439756,4246106625,200027,Recycling,Paper,2024-02-06
6031884,1994073566,200006,Repurposing,Metal,2023-10-06
4065806,3945837448,200008,Incineration,Synthetic,2023-01-27
3803666,6956433817,200027,Recycling,Metal,2024-11-22
1182268,9739777786,200006,Recycling,Synthetic,2023-11-26
7080516,8472039593,200015,Shredding,Synthetic,2025-01-05
9701961,3805749302,200026,Donation,Leather,2024-09-09
9833041,9765088212,200015,Incineration,Metal,2023-08-22
1706577,9991662203,200026,Shredding,Synthetic,2023-03-21
5900899,5880103454,200011,Donation,Leather,2024-09-05
2361959,7673810821,200026,Donation,Metal,2024-05-28
9701992,7678468929,200006,Burial,Metal,2024-07-10
8391275,4310502752,200010,Shredding,Paper,2024-09-17
4459128,2232382162,200026,Donation,Synthetic,2024-04-18
5769854,5925799811,200026,Shredding,Metal,2023-06-20
5900929,3585442426,200006,Repurposing,Synthetic,2023-11-18
1182357,7717556246,200010,Incineration,Paper,2024-09-18
1837719,8923526966,200006,Burial,Synthetic,2023-12-22
8653468,2877986646,200020,Shredding,Metal,2023-04-11
4721314,2105444046,200013,Repurposing,Metal,2023-06-10
9964202,7361401171,200010,Incineration,Leather,2023-12-07
4328106,8799585591,200013,Incineration,Paper,2023-10-02
3803820,5303332647,200026,Shredding,Metal,2023-07-15
7604914,8219048536,200020,Recycling,Synthetic,2024-02-15
8915642,9236735385,200020,Burial,Leather,2023-09-24
1575614,3084575015,200010,Donation,Leather,2023-10-19
9571012,8529499634,200020,Incineration,Synthetic,2024-03-24
4197061,3264596297,200008,Burial,Metal,2023-05-02
2099918,3827230246,200010,Incineration,Leather,2023-12-19
1051344,8310437343,200020,Shredding,Paper,2024-09-14
3803859,7178821445,200026,Shredding,Synthetic,2023-09-28
5638876,1553274244,200008,Shredding,Synthetic,2023-09-23
4852457,6157268514,200015,Incineration,Leather,2023-04-13
2099945,6880825574,200027,Donation,Synthetic,2024-05-22
6294251,5024341405,200026,Burial,Synthetic,2023-02-19
7080684,3886098725,200010,Repurposing,Synthetic,2024-11-19
7342832,9850202259,200011,Burial,Synthetic,2025-01-04
9702133,3108459901,200020,Incineration,Metal,2024-07-24
6818552,3372304960,200015,Recycling,Metal,2023-06-07
2755333,7614507180,200010,Burial,Synthetic,2023-08-05
1837837,8280448910,200006,Burial,Synthetic,2023-08-25
5114637,3457846715,200010,Shredding,Paper,2023-09-27
3279637,1429969512,200013,Burial,Paper,2023-07-06
2099999,3412133829,200027,Shredding,Leather,2023-07-26
4721441,7541752533,200020,Repurposing,Synthetic,2023-08-10
5114678,7229346854,200011,Recycling,Metal,2023-12-16
3541846,5630343571,200006,Incineration,Leather,2023-05-19
8260439,4931910840,200008,Donation,Synthetic,2024-04-30
5638999,2262382198,200015,Donation,Paper,2023-04-20
9440102,9350307928,200008,Recycling,Leather,2024-03-28
5901158,9684692558,200006,Shredding,Paper,2024-03-16
9440111,2464883003,200011,Incineration,Metal,2023-12-17
9571183,6303757544,200020,Recycling,Synthetic,2023-12-30
8129393,4381987823,200013,Donation,Paper,2024-10-30
8391548,6627857306,200015,Burial,Synthetic,2024-05-22
7342977,1489899582,200006,Repurposing,Paper,2023-11-24
6425480,2231953294,200013,Incineration,Paper,2023-11-30
3672982,5024959132,200006,Donation,Paper,2024-05-27
4590497,7882512774,200015,Donation,Synthetic,2024-12-01
2624428,4767327330,200013,Recycling,Metal,2024-07-29
