ID,Area,Role,ClearanceLevel
1116,Reading Room,Guard,2
1121,Reading Room,Supervisor,1
1125,Archives,Guard,1
1128,Archives,Supervisor,5
1131,Archives,Guard,2
1133,Archives,Supervisor,4
1134,Archives,Supervisor,3
1136,Entrance,Guard,3
1139,Archives,Supervisor,5
1145,Archives,Supervisor,5
1146,Archives,Supervisor,5
1151,Reading Room,Guard,5
1156,Reading Room,Guard,1
1162,Entrance,Supervisor,5
1166,Archives,Supervisor,2
1177,Archives,Supervisor,1
1182,Reading Room,Supervisor,1
1186,Reading Room,Guard,5
1196,Archives,Guard,1
1200,Entrance,Guard,5
1202,Reading Room,Supervisor,4
1204,Archives,Supervisor,1
1205,Reading Room,Supervisor,1
1207,Entrance,Supervisor,3
1214,Entrance,Guard,4
1229,Entrance,Guard,3
1233,Reading Room,Guard,3
1240,Entrance,Supervisor,2
1241,Archives,Guard,2
1246,Entrance,Guard,4
1251,Archives,Guard,5
1271,Entrance,Guard,1
1289,Entrance,Guard,1
1299,Reading Room,Guard,4
1306,Entrance,Guard,2
1307,Archives,Guard,2
1308,Entrance,Guard,1
1318,Archives,Supervisor,5
1325,Entrance,Supervisor,3
1336,Archives,Supervisor,1
1337,Reading Room,Guard,5
1350,Entrance,Supervisor,5
1357,Archives,Guard,4
1365,Entrance,Supervisor,3
1368,Archives,Supervisor,5
1376,Archives,Guard,2
1385,Archives,Supervisor,5
1389,Entrance,Guard,5
1391,Entrance,Guard,3
1393,Archives,Supervisor,2
1395,Reading Room,Supervisor,5
1396,Entrance,Supervisor,2
1398,Archives,Supervisor,1
1404,Archives,Supervisor,5
1408,Entrance,Guard,1
1410,Entrance,Guard,1
1417,Reading Room,Supervisor,3
1425,Entrance,Guard,3
1429,Reading Room,Supervisor,1
1435,Reading Room,Supervisor,2
1443,Archives,Guard,3
1449,Archives,Supervisor,3
1452,Archives,Supervisor,4
1481,Entrance,Supervisor,5
1487,Reading Room,Guard,1
1489,Entrance,Guard,4
1494,Reading Room,Guard,5
1496,Entrance,Guard,4
1503,Entrance,Supervisor,1
1504,Archives,Guard,4
1506,Archives,Supervisor,2
1507,Archives,Guard,3
1511,Archives,Guard,5
1515,Entrance,Supervisor,2
1519,Entrance,Guard,3
1523,Archives,Guard,5
1525,Archives,Supervisor,3
1532,Archives,Guard,3
1540,Archives,Guard,3
1553,Reading Room,Supervisor,3
1556,Reading Room,Guard,3
1570,Reading Room,Guard,4
1582,Archives,Guard,5
1586,Entrance,Supervisor,5
1588,Reading Room,Guard,3
1593,Archives,Guard,1
1599,Reading Room,Supervisor,3
1605,Archives,Guard,2
1606,Entrance,Guard,2
1608,Reading Room,Supervisor,1
1609,Reading Room,Guard,5
1611,Reading Room,Supervisor,5
1612,Archives,Supervisor,2
1618,Archives,Guard,4
1626,Entrance,Guard,3
1627,Reading Room,Guard,3
1628,Archives,Guard,5
1629,Reading Room,Guard,1
1636,Reading Room,Guard,5
1649,Reading Room,Supervisor,4
1651,Entrance,Guard,4
1660,Entrance,Supervisor,5
1662,Archives,Supervisor,2
1663,Entrance,Guard,2
1665,Archives,Guard,3
1666,Archives,Supervisor,3
1679,Archives,Guard,4
1699,Reading Room,Supervisor,2
1703,Reading Room,Supervisor,5
1723,Entrance,Guard,1
1730,Archives,Supervisor,3
1734,Archives,Supervisor,2
1737,Archives,Supervisor,1
1739,Reading Room,Guard,3
1745,Entrance,Supervisor,4
1747,Archives,Guard,5
1754,Archives,Supervisor,4
1756,Entrance,Guard,3
1770,Reading Room,Supervisor,5
1772,Entrance,Supervisor,1
1782,Archives,Guard,5
1783,Archives,Supervisor,3
1790,Archives,Supervisor,3
1791,Archives,Supervisor,3
1798,Archives,Supervisor,5
1802,Archives,Supervisor,3
1807,Entrance,Guard,5
1808,Archives,Guard,1
1809,Archives,Supervisor,3
1812,Entrance,Supervisor,5
1813,Entrance,Guard,2
1816,Reading Room,Supervisor,1
1822,Entrance,Guard,5
1824,Entrance,Supervisor,5
1831,Archives,Guard,4
1836,Reading Room,Guard,1
1839,Archives,Supervisor,3
1856,Archives,Supervisor,4
1860,Entrance,Guard,4
1863,Reading Room,Supervisor,3
1864,Entrance,Supervisor,4
1873,Entrance,Supervisor,4
1879,Entrance,Guard,4
1882,Entrance,Supervisor,1
1888,Entrance,Supervisor,1
1893,Archives,Supervisor,5
1897,Entrance,Guard,3
1899,Reading Room,Guard,3
1900,Entrance,Supervisor,4
1908,Entrance,Guard,3
1912,Archives,Supervisor,3
1913,Archives,Guard,2
1914,Reading Room,Guard,1
1917,Reading Room,Guard,5
1923,Archives,Guard,3
1928,Reading Room,Guard,3
1933,Reading Room,Guard,2
1951,Entrance,Guard,1
1955,Entrance,Supervisor,4
1958,Archives,Supervisor,5
1979,Archives,Guard,3
1980,Entrance,Guard,2
1985,Reading Room,Supervisor,4
1997,Entrance,Supervisor,2
2002,Entrance,Supervisor,3
2004,Archives,Supervisor,2
2007,Archives,Supervisor,2
2015,Archives,Guard,1
2023,Entrance,Supervisor,5
2027,Reading Room,Supervisor,4
2030,Entrance,Guard,4
2033,Entrance,Supervisor,4
2034,Reading Room,Supervisor,4
2041,Archives,Supervisor,2
2061,Reading Room,Guard,3
2067,Entrance,Supervisor,1
2072,Entrance,Guard,1
2074,Archives,Supervisor,5
2081,Archives,Guard,3
2088,Reading Room,Supervisor,3
2092,Reading Room,Guard,2
2096,Entrance,Supervisor,3
2097,Reading Room,Guard,3
2102,Archives,Supervisor,3
2104,Entrance,Guard,3
2105,Entrance,Supervisor,4
2118,Entrance,Supervisor,2
2122,Reading Room,Supervisor,1
2128,Entrance,Guard,2
2129,Reading Room,Guard,2
2130,Entrance,Guard,1
2134,Reading Room,Guard,3
2146,Entrance,Guard,3
2148,Entrance,Guard,5
2156,Archives,Supervisor,5
2166,Reading Room,Guard,3
2170,Archives,Supervisor,2
2171,Reading Room,Supervisor,1
2172,Reading Room,Guard,1
2175,Archives,Guard,4
2176,Entrance,Supervisor,3
2181,Entrance,Guard,1
2182,Reading Room,Guard,2
2183,Reading Room,Supervisor,4
2188,Archives,Guard,1
2194,Reading Room,Guard,3
2195,Entrance,Guard,4
2196,Entrance,Guard,3
2205,Reading Room,Supervisor,4
2209,Archives,Guard,4
2213,Archives,Supervisor,4
2221,Entrance,Supervisor,1
2223,Archives,Supervisor,5
2233,Entrance,Supervisor,3
2238,Reading Room,Supervisor,2
2241,Reading Room,Guard,2
2244,Entrance,Supervisor,1
2271,Reading Room,Guard,3
2272,Entrance,Guard,1
2273,Entrance,Guard,2
2274,Archives,Guard,2
2275,Reading Room,Guard,1
2276,Entrance,Supervisor,1
2279,Reading Room,Guard,4
2283,Entrance,Supervisor,4
2286,Entrance,Guard,2
2288,Archives,Guard,4
2293,Reading Room,Guard,4
2295,Entrance,Supervisor,2
2296,Entrance,Supervisor,4
2299,Entrance,Supervisor,1
2312,Archives,Guard,5
2315,Entrance,Supervisor,4
2319,Reading Room,Supervisor,5
2327,Archives,Supervisor,5
2329,Archives,Supervisor,3
2332,Reading Room,Supervisor,3
2346,Reading Room,Supervisor,1
2355,Archives,Supervisor,1
2373,Reading Room,Guard,1
2374,Reading Room,Guard,3
2379,Archives,Supervisor,1
2382,Reading Room,Supervisor,5
2384,Entrance,Supervisor,4
2389,Entrance,Guard,3
2400,Entrance,Guard,1
2408,Reading Room,Supervisor,1
2409,Entrance,Supervisor,4
2414,Reading Room,Supervisor,1
2420,Entrance,Guard,3
2425,Reading Room,Supervisor,3
2432,Entrance,Supervisor,5
2436,Reading Room,Guard,4
2437,Entrance,Supervisor,1
2442,Entrance,Guard,2
2450,Reading Room,Guard,5
2455,Archives,Supervisor,3
2457,Reading Room,Guard,1
2460,Reading Room,Guard,1
2464,Archives,Guard,1
2475,Archives,Supervisor,5
2481,Entrance,Guard,5
2485,Reading Room,Supervisor,2
2489,Reading Room,Supervisor,5
2496,Entrance,Guard,2
2498,Reading Room,Guard,4
2503,Entrance,Guard,3
2515,Entrance,Supervisor,2
2521,Archives,Guard,5
2522,Entrance,Supervisor,2
2523,Reading Room,Guard,4
2526,Archives,Guard,4
2552,Reading Room,Supervisor,4
2553,Reading Room,Supervisor,2
2556,Entrance,Guard,5
2567,Archives,Guard,5
2572,Entrance,Guard,4
2592,Archives,Guard,3
2596,Archives,Guard,3
2600,Reading Room,Supervisor,1
2603,Archives,Guard,3
2604,Entrance,Guard,1
2605,Archives,Supervisor,1
2615,Archives,Guard,1
2616,Archives,Guard,1
2620,Archives,Supervisor,3
2624,Entrance,Guard,3
2631,Entrance,Supervisor,3
2638,Entrance,Guard,1
2641,Archives,Guard,1
2642,Archives,Guard,2
2643,Archives,Supervisor,2
2645,Reading Room,Supervisor,5
2649,Reading Room,Guard,4
2650,Archives,Guard,2
2652,Archives,Supervisor,4
2653,Archives,Supervisor,4
2655,Reading Room,Supervisor,3
2656,Entrance,Supervisor,1
2662,Entrance,Guard,3
2664,Reading Room,Guard,1
2665,Archives,Supervisor,5
2672,Entrance,Guard,4
2673,Reading Room,Guard,4
2674,Reading Room,Supervisor,2
2675,Reading Room,Supervisor,4
2679,Archives,Supervisor,5
2684,Entrance,Guard,3
2686,Archives,Guard,2
2688,Entrance,Supervisor,1
2693,Archives,Supervisor,3
2705,Reading Room,Supervisor,3
2716,Archives,Guard,3
2718,Entrance,Guard,2
2726,Archives,Supervisor,1
2730,Reading Room,Supervisor,1
2741,Entrance,Supervisor,3
2752,Entrance,Guard,1
2757,Entrance,Supervisor,2
2768,Entrance,Supervisor,2
2771,Entrance,Guard,2
2772,Archives,Guard,5
2773,Entrance,Guard,2
2779,Archives,Guard,5
2782,Entrance,Supervisor,4
2783,Reading Room,Guard,5
2786,Entrance,Supervisor,2
2791,Reading Room,Guard,1
2798,Archives,Supervisor,1
2820,Entrance,Supervisor,2
2822,Entrance,Supervisor,1
2824,Archives,Guard,2
2827,Reading Room,Supervisor,3
2828,Reading Room,Guard,1
2829,Archives,Guard,1
2832,Reading Room,Supervisor,1
2836,Entrance,Supervisor,5
2838,Entrance,Guard,4
2843,Archives,Supervisor,1
2847,Reading Room,Guard,3
2850,Archives,Supervisor,3
2854,Reading Room,Guard,2
2860,Reading Room,Guard,5
2874,Archives,Guard,3
2881,Entrance,Guard,3
2884,Entrance,Guard,1
2888,Archives,Supervisor,2
2893,Reading Room,Supervisor,4
2895,Entrance,Supervisor,2
2897,Reading Room,Supervisor,3
2901,Entrance,Supervisor,5
2904,Entrance,Supervisor,1
2905,Entrance,Supervisor,5
2906,Archives,Supervisor,1
2915,Reading Room,Supervisor,4
2919,Archives,Guard,2
2924,Archives,Guard,2
2931,Archives,Supervisor,2
2954,Entrance,Supervisor,5
2959,Archives,Guard,3
2962,Reading Room,Guard,5
2972,Entrance,Guard,3
2976,Archives,Supervisor,2
2978,Reading Room,Supervisor,4
2983,Reading Room,Guard,2
2991,Archives,Supervisor,1
2992,Archives,Supervisor,4
2995,Entrance,Guard,2
3005,Archives,Guard,1
3006,Archives,Supervisor,4
3019,Archives,Guard,5
3020,Archives,Guard,2
3026,Reading Room,Guard,2
3047,Archives,Supervisor,1
3059,Reading Room,Guard,3
3069,Reading Room,Guard,1
3071,Entrance,Guard,2
3074,Archives,Guard,1
3077,Entrance,Supervisor,4
3082,Reading Room,Guard,4
3087,Archives,Guard,5
3089,Archives,Supervisor,4
3090,Reading Room,Guard,2
3113,Reading Room,Guard,5
3116,Entrance,Supervisor,1
3123,Reading Room,Supervisor,3
3124,Archives,Supervisor,1
3137,Reading Room,Guard,5
3143,Entrance,Guard,4
3144,Entrance,Supervisor,3
3146,Reading Room,Supervisor,2
3147,Archives,Guard,3
3148,Reading Room,Supervisor,4
3151,Archives,Guard,2
3154,Reading Room,Guard,2
3155,Archives,Guard,4
3163,Entrance,Supervisor,4
3164,Reading Room,Guard,1
3170,Reading Room,Supervisor,2
3176,Archives,Guard,2
3179,Archives,Supervisor,5
3184,Reading Room,Supervisor,4
3187,Archives,Guard,5
3194,Entrance,Guard,4
3196,Archives,Guard,3
3200,Archives,Guard,1
3206,Entrance,Supervisor,3
3208,Entrance,Guard,5
3209,Archives,Supervisor,4
3210,Entrance,Supervisor,1
3222,Reading Room,Guard,4
3223,Entrance,Supervisor,2
3224,Reading Room,Supervisor,3
3225,Reading Room,Guard,2
3235,Entrance,Guard,4
3248,Archives,Supervisor,2
3250,Entrance,Supervisor,5
3260,Reading Room,Guard,3
3266,Archives,Supervisor,1
3267,Archives,Supervisor,4
3269,Reading Room,Guard,2
3271,Archives,Supervisor,4
3274,Archives,Supervisor,1
3278,Entrance,Supervisor,3
3281,Archives,Supervisor,5
3287,Archives,Guard,4
3294,Reading Room,Guard,4
3302,Reading Room,Supervisor,1
3303,Archives,Guard,5
3308,Reading Room,Supervisor,2
3321,Archives,Guard,4
3323,Reading Room,Supervisor,3
3325,Entrance,Supervisor,5
3326,Reading Room,Supervisor,5
3328,Archives,Supervisor,4
3330,Reading Room,Guard,3
3331,Entrance,Supervisor,2
3333,Entrance,Guard,2
3334,Reading Room,Supervisor,2
3344,Reading Room,Supervisor,5
3362,Reading Room,Supervisor,1
3365,Reading Room,Guard,4
3366,Reading Room,Guard,1
3368,Archives,Guard,3
3380,Reading Room,Supervisor,1
3389,Entrance,Guard,1
3395,Reading Room,Supervisor,3
3400,Archives,Guard,3
3401,Entrance,Supervisor,2
3405,Archives,Guard,3
3415,Reading Room,Guard,1
3417,Entrance,Guard,3
3418,Entrance,Guard,3
3423,Archives,Supervisor,1
3439,Archives,Guard,4
3443,Reading Room,Guard,5
3444,Reading Room,Supervisor,3
3449,Archives,Supervisor,3
3450,Archives,Supervisor,1
3456,Archives,Guard,1
3457,Entrance,Guard,1
3460,Reading Room,Guard,5
3462,Archives,Supervisor,3
3466,Entrance,Guard,3
3473,Reading Room,Guard,1
3480,Entrance,Guard,2
3487,Entrance,Supervisor,3
3489,Entrance,Guard,3
3496,Entrance,Supervisor,3
3497,Entrance,Supervisor,4
3506,Entrance,Supervisor,2
3507,Entrance,Guard,3
3512,Entrance,Supervisor,5
3528,Reading Room,Supervisor,2
3536,Archives,Guard,4
3542,Reading Room,Guard,1
3543,Archives,Guard,2
3552,Reading Room,Guard,5
3561,Archives,Supervisor,5
3562,Archives,Supervisor,3
3572,Entrance,Supervisor,3
3576,Reading Room,Supervisor,2
3586,Entrance,Supervisor,1
3589,Entrance,Supervisor,1
3596,Reading Room,Guard,2
3599,Archives,Supervisor,1
3605,Reading Room,Guard,2
3609,Entrance,Guard,4
3612,Archives,Guard,1
3624,Archives,Guard,5
3634,Archives,Supervisor,1
3638,Entrance,Supervisor,1
3641,Archives,Guard,4
3649,Archives,Guard,5
3659,Reading Room,Guard,5
3666,Archives,Supervisor,2
3670,Entrance,Supervisor,1
3681,Entrance,Supervisor,5
3682,Entrance,Supervisor,4
3693,Archives,Supervisor,3
3697,Entrance,Supervisor,2
3698,Archives,Guard,4
3699,Reading Room,Guard,5
3707,Reading Room,Supervisor,4
3716,Archives,Supervisor,3
3718,Reading Room,Supervisor,3
3724,Entrance,Guard,3
3732,Reading Room,Guard,5
3738,Archives,Guard,5
3744,Archives,Guard,1
3755,Archives,Guard,4
3757,Reading Room,Supervisor,3
3758,Archives,Supervisor,5
3776,Reading Room,Guard,5
3780,Archives,Guard,3
3782,Entrance,Supervisor,4
3790,Entrance,Guard,4
3792,Entrance,Guard,4
3798,Reading Room,Guard,4
3802,Archives,Supervisor,1
3803,Archives,Guard,3
3804,Reading Room,Supervisor,5
3810,Reading Room,Supervisor,3
3813,Archives,Guard,3
3816,Reading Room,Supervisor,2
3823,Archives,Guard,5
3836,Entrance,Guard,1
3842,Reading Room,Supervisor,5
3845,Entrance,Supervisor,5
3850,Entrance,Guard,5
3855,Archives,Supervisor,3
3857,Archives,Guard,2
3860,Archives,Supervisor,5
3861,Entrance,Supervisor,3
3865,Entrance,Guard,3
3866,Reading Room,Guard,5
3870,Entrance,Guard,1
3880,Archives,Guard,2
3883,Archives,Guard,4
3884,Archives,Supervisor,3
3893,Entrance,Supervisor,2
3897,Archives,Guard,5
3913,Reading Room,Supervisor,2
3914,Reading Room,Guard,2
3920,Reading Room,Guard,2
3933,Entrance,Supervisor,2
3935,Archives,Guard,5
3965,Archives,Supervisor,4
3966,Reading Room,Supervisor,1
3968,Reading Room,Guard,1
3976,Archives,Supervisor,5
3985,Reading Room,Guard,1
3990,Reading Room,Supervisor,3
3994,Entrance,Guard,4
3996,Reading Room,Guard,4
3999,Archives,Supervisor,5
4004,Reading Room,Guard,1
4005,Entrance,Supervisor,4
4010,Entrance,Supervisor,5
4011,Reading Room,Guard,2
4013,Reading Room,Guard,4
4017,Archives,Guard,3
4018,Reading Room,Guard,1
4020,Entrance,Supervisor,3
4029,Entrance,Guard,3
4033,Reading Room,Supervisor,1
4039,Reading Room,Guard,3
4041,Entrance,Guard,5
4043,Entrance,Supervisor,1
4045,Reading Room,Guard,5
4062,Archives,Supervisor,1
4065,Entrance,Supervisor,2
4066,Reading Room,Guard,4
4068,Entrance,Guard,3
4076,Reading Room,Supervisor,5
4077,Archives,Guard,1
4078,Entrance,Supervisor,3
4082,Entrance,Guard,2
4085,Reading Room,Supervisor,4
4093,Archives,Guard,4
4103,Reading Room,Guard,1
4110,Entrance,Supervisor,2
4120,Archives,Supervisor,3
4122,Entrance,Guard,4
4127,Reading Room,Supervisor,5
4134,Entrance,Supervisor,1
4144,Entrance,Guard,4
4148,Reading Room,Supervisor,3
4150,Reading Room,Supervisor,3
4151,Archives,Guard,1
4154,Archives,Guard,1
4155,Entrance,Guard,4
4157,Reading Room,Guard,1
4161,Entrance,Supervisor,1
4167,Archives,Supervisor,3
4169,Entrance,Guard,3
4178,Reading Room,Supervisor,2
4181,Reading Room,Guard,2
4183,Archives,Guard,1
4192,Entrance,Guard,4
4195,Reading Room,Supervisor,3
4197,Reading Room,Supervisor,1
4200,Reading Room,Guard,4
4205,Reading Room,Supervisor,1
4210,Archives,Guard,4
4216,Archives,Guard,3
4221,Archives,Guard,5
4230,Entrance,Guard,5
4231,Entrance,Supervisor,5
4234,Archives,Guard,5
4241,Archives,Guard,3
4244,Archives,Guard,5
4245,Reading Room,Guard,2
4247,Entrance,Supervisor,4
4248,Entrance,Guard,4
4252,Reading Room,Supervisor,4
4255,Archives,Supervisor,4
4259,Entrance,Guard,2
4262,Entrance,Guard,4
4264,Reading Room,Supervisor,3
4269,Entrance,Guard,2
4271,Entrance,Guard,3
4276,Entrance,Supervisor,2
4292,Archives,Guard,3
4306,Entrance,Guard,1
4308,Reading Room,Supervisor,3
4311,Entrance,Guard,3
4313,Archives,Guard,4
4316,Archives,Guard,3
4318,Reading Room,Guard,5
4320,Archives,Supervisor,4
4329,Entrance,Supervisor,1
4331,Reading Room,Guard,5
4332,Entrance,Guard,5
4334,Archives,Supervisor,4
4339,Reading Room,Supervisor,2
4344,Entrance,Guard,5
4347,Entrance,Supervisor,1
4351,Archives,Guard,3
4361,Archives,Guard,2
4362,Entrance,Guard,4
4367,Reading Room,Supervisor,1
4374,Entrance,Guard,2
4376,Reading Room,Guard,5
4377,Entrance,Guard,1
4379,Entrance,Supervisor,4
4387,Reading Room,Guard,1
4390,Entrance,Supervisor,4
4392,Entrance,Guard,4
4393,Reading Room,Supervisor,2
4399,Entrance,Supervisor,2
4407,Entrance,Supervisor,5
4410,Entrance,Guard,1
4415,Archives,Supervisor,4
4422,Archives,Supervisor,4
4426,Archives,Supervisor,1
4431,Reading Room,Guard,1
4436,Archives,Supervisor,5
4448,Archives,Supervisor,3
4454,Entrance,Guard,4
4455,Entrance,Guard,1
4465,Entrance,Guard,1
4467,Archives,Guard,4
4474,Entrance,Guard,3
4477,Reading Room,Supervisor,2
4486,Entrance,Guard,4
4497,Reading Room,Supervisor,1
4507,Archives,Supervisor,1
4519,Reading Room,Guard,1
4520,Reading Room,Guard,1
4523,Archives,Guard,3
4525,Archives,Supervisor,2
4526,Entrance,Supervisor,3
4528,Archives,Supervisor,1
4529,Reading Room,Supervisor,1
4541,Reading Room,Guard,5
4560,Reading Room,Supervisor,3
4571,Archives,Guard,3
4573,Reading Room,Guard,4
4577,Entrance,Guard,1
4591,Archives,Guard,2
4592,Reading Room,Guard,1
4595,Entrance,Supervisor,3
4598,Entrance,Guard,5
4609,Entrance,Supervisor,3
4618,Reading Room,Supervisor,3
4619,Reading Room,Guard,2
4622,Archives,Supervisor,5
4626,Reading Room,Supervisor,5
4629,Reading Room,Supervisor,3
4632,Entrance,Supervisor,4
4633,Reading Room,Guard,4
4635,Archives,Supervisor,4
4637,Reading Room,Supervisor,2
4643,Entrance,Supervisor,2
4652,Reading Room,Guard,4
4657,Entrance,Supervisor,4
4659,Reading Room,Supervisor,1
4662,Entrance,Supervisor,4
4673,Archives,Supervisor,5
4676,Archives,Guard,3
4684,Entrance,Guard,2
4687,Entrance,Guard,1
4694,Entrance,Guard,4
4695,Archives,Guard,2
4696,Reading Room,Guard,2
4711,Reading Room,Guard,2
