Upkeep_ID,Book_ID,Conservator_ID,Tools_Used,Reason_for_Upkeep,Date
21496008,5588246455,200030,Clamps,Dust accumulation,2024-12-13
50331855,3021410854,200002,Clamps,Aging and brittleness,2024-04-07
57147608,7058765168,200029,Brush,Loose binding,2024-04-17
69075164,7814054242,200025,Scissors,Water damage,2024-06-19
31981788,4057438433,200002,Scissors,Faded text,2024-07-05
11403493,6609021206,200012,Scissors,Insect damage,2024-05-22
44695782,1863000655,200002,Brush,Faded text,2024-08-21
43385069,1190049523,200014,Binding Tape,Insect damage,2024-05-14
18481391,1732892700,200030,Binding Tape,Staining,2024-02-13
30671088,1983789372,200007,Glue,Loose binding,2023-04-21
35913969,1049324828,200007,Binding Tape,Insect damage,2023-04-25
69730546,3840613227,200028,Scissors,Faded text,2024-08-17
73007349,3516884354,200012,Binding Tape,Dust accumulation,2023-04-12
36438262,9178982191,200002,Scalpel,Insect damage,2023-12-26
76153087,5845813499,200014,Clamps,Faded text,2024-11-29
29491456,8990216734,200025,Clamps,Dust accumulation,2024-06-12
74973439,7567624627,200028,Binding Tape,Cover damage,2024-04-17
64094467,3030293988,200029,Clamps,Torn pages,2023-01-29
31195395,1807292511,200030,Tweezers,Staining,2024-02-20
53084424,4353358557,200002,Clamps,Mold growth,2023-03-15
38142222,7344782122,200014,Glue,Mold growth,2024-02-14
61866260,9160594549,200007,Clamps,Aging and brittleness,2024-09-12
11010326,7060862840,200028,Brush,Water damage,2023-05-26
99090713,5843435672,200002,Tweezers,Faded text,2023-11-29
77463837,1272361273,200002,Clamps,Loose binding,2023-05-11
95682851,7714940277,200002,Brush,Torn pages,2024-06-25
50331939,8143547820,200029,Glue,Loose binding,2023-12-31
46399779,3147440394,200012,Scalpel,Mold growth,2023-04-07
72089893,7808608213,200012,Scissors,Torn pages,2023-05-01
69599530,6310449208,200016,Glue,Cover damage,2025-01-13
61341994,7637303824,200002,Tweezers,Mold growth,2024-06-30
18481457,3119082127,200014,Scissors,Mold growth,2023-05-04
36307250,5857666837,200029,Scalpel,Loose binding,2024-03-14
46137651,3304676629,200014,Binding Tape,Dust accumulation,2023-10-19
94765361,6203711937,200029,Tweezers,Torn pages,2023-11-03
75890998,1956497958,200014,Clamps,Staining,2023-12-25
94372155,4359709493,200030,Brush,Water damage,2023-06-18
99483967,9111658455,200002,Binding Tape,Faded text,2023-12-23
61866304,3100873681,200016,Tweezers,Insect damage,2023-11-09
45351233,2070485431,200007,Binding Tape,Loose binding,2024-05-18
11534657,4163358926,200029,Glue,Loose binding,2023-03-25
95420744,2231340745,200012,Scalpel,Mold growth,2024-05-31
97780045,1361278823,200030,Glue,Staining,2024-09-14
95158616,7822528146,200025,Tweezers,Water damage,2023-01-29
27132261,1067508041,200028,Clamps,Dust accumulation,2023-10-11
69599594,3087674303,200028,Glue,Loose binding,2025-01-18
20709739,2765804200,200002,Clamps,Aging and brittleness,2023-08-17
88605040,5157805409,200016,Brush,Aging and brittleness,2023-12-15
61079921,2403415959,200016,Clamps,Mold growth,2023-10-26
32244082,7817213718,200030,Scalpel,Staining,2023-05-01
87687544,2748988568,200016,Scissors,Cover damage,2024-09-11
48890243,7856624757,200029,Scalpel,Torn pages,2023-08-20
55574918,9679116736,200029,Scissors,Mold growth,2023-06-12
50987402,3344510934,200016,Scalpel,Loose binding,2023-04-01
36438411,8209859032,200002,Tweezers,Insect damage,2023-08-17
57016715,3714629968,200014,Brush,Aging and brittleness,2023-07-15
34603403,5666300363,200025,Scissors,Dust accumulation,2024-11-05
70910352,9381427036,200030,Scalpel,Water damage,2023-03-13
32506266,3923896020,200030,Brush,Insect damage,2024-01-25
80871835,4665932793,200029,Tweezers,Cover damage,2024-06-25
40108443,8217923601,200028,Scissors,Dust accumulation,2024-01-14
78774687,7694334390,200012,Glue,Loose binding,2023-08-30
23855522,8113493153,200016,Tweezers,Dust accumulation,2023-06-06
84017570,6509638957,200007,Binding Tape,Staining,2023-09-24
51380642,5648143249,200012,Brush,Aging and brittleness,2023-04-08
34341285,4168690927,200002,Brush,Faded text,2023-08-01
83886505,8731789864,200007,Binding Tape,Dust accumulation,2023-12-02
14287286,5935531579,200016,Scalpel,Faded text,2023-07-10
33554874,3273111676,200028,Scissors,Torn pages,2023-10-05
58589627,8301195489,200016,Glue,Torn pages,2023-08-15
86376893,4438946489,200016,Binding Tape,Torn pages,2023-03-22
47055293,1890841802,200025,Glue,Insect damage,2023-07-23
61604287,4893006444,200030,Scissors,Aging and brittleness,2024-04-16
77332928,5038768816,200012,Scissors,Insect damage,2023-05-16
31326670,7353949850,200028,Tweezers,Water damage,2024-11-29
55050704,9870378125,200030,Binding Tape,Faded text,2024-02-11
20971988,4759696213,200030,Clamps,Faded text,2023-08-27
93061589,9831468177,200002,Brush,Insect damage,2023-10-12
57147862,6822847206,200029,Scalpel,Aging and brittleness,2023-10-05
56885728,3982294344,200016,Tweezers,Loose binding,2024-06-10
78119392,8816714651,200016,Binding Tape,Cover damage,2024-02-03
87163364,3654346710,200012,Glue,Water damage,2024-07-05
60686821,9389089426,200014,Clamps,Mold growth,2024-01-20
43909608,2696925370,200029,Scalpel,Insect damage,2025-01-16
69730802,1503512165,200025,Scissors,Faded text,2024-03-21
17826299,7777420275,200016,Scalpel,Torn pages,2023-01-26
20972029,2799656115,200016,Tweezers,Torn pages,2023-11-22
12190207,4504416434,200014,Scissors,Cover damage,2024-12-15
53477889,9760008128,200016,Binding Tape,Water damage,2025-01-18
71434756,4207696779,200002,Tweezers,Loose binding,2023-08-29
20840967,7252351630,200007,Tweezers,Water damage,2024-08-15
84541964,2750799208,200025,Brush,Aging and brittleness,2023-09-08
25821713,4735623229,200007,Tweezers,Insect damage,2023-10-02
79823382,9662937107,200028,Scissors,Aging and brittleness,2023-12-27
92668440,4229108036,200028,Glue,Cover damage,2024-04-05
51249689,1616782452,200002,Binding Tape,Cover damage,2024-10-07
40763930,4479347430,200002,Scalpel,Mold growth,2023-05-26
70255138,2193505018,200002,Brush,Staining,2024-03-01
63832611,6087192524,200016,Tweezers,Dust accumulation,2024-09-13
85983782,6065664123,200030,Tweezers,Loose binding,2023-03-20
32113191,3943317065,200012,Scissors,Staining,2024-08-22
79430185,5268354917,200029,Brush,Torn pages,2024-03-12
46793260,8745395590,200028,Tweezers,Staining,2023-12-18
79299119,7816024353,200029,Glue,Torn pages,2024-01-22
72745520,9157365387,200016,Scissors,Water damage,2024-03-20
99615284,4664617126,200014,Scissors,Mold growth,2024-01-30
78381624,7544737756,200007,Brush,Faded text,2024-03-15
49807931,6552864834,200002,Scissors,Aging and brittleness,2023-10-13
89915964,9711228124,200030,Scalpel,Loose binding,2023-06-23
24904253,3649087478,200030,Clamps,Torn pages,2024-10-28
97387069,7228060915,200012,Clamps,Loose binding,2023-06-19
79692353,9839678625,200012,Clamps,Loose binding,2023-06-28
37093960,5538102806,200014,Scissors,Cover damage,2023-05-29
29229642,3113712493,200025,Brush,Staining,2023-10-24
94765645,8362904111,200014,Scalpel,Faded text,2023-12-13
76284495,3975901469,200025,Brush,Mold growth,2024-01-09
52298320,5199648897,200007,Clamps,Water damage,2024-09-28
85852761,8089442247,200016,Scissors,Insect damage,2024-08-06
90833500,8662878028,200030,Brush,Cover damage,2023-06-08
88867422,6436689654,200029,Binding Tape,Faded text,2024-05-26
87687781,2299043714,200007,Brush,Mold growth,2023-02-04
95945317,4185407132,200012,Brush,Staining,2024-08-29
74580585,8893250214,200007,Tweezers,Dust accumulation,2023-12-04
70255212,1090007766,200002,Scalpel,Aging and brittleness,2024-10-01
51774074,3915909258,200014,Scalpel,Torn pages,2023-04-21
45613696,6344053368,200025,Glue,Loose binding,2024-08-01
70386306,9515334597,200030,Brush,Mold growth,2024-06-30
21758600,2806185254,200002,Clamps,Mold growth,2023-02-26
65929867,8951206504,200007,Binding Tape,Insect damage,2024-01-29
91882129,1229079679,200012,Binding Tape,Insect damage,2024-05-20
61080213,1325297776,200014,Binding Tape,Mold growth,2024-05-20
58196630,5834111376,200007,Glue,Insect damage,2024-04-29
85590681,2785343001,200016,Clamps,Mold growth,2023-03-30
15073951,5721527413,200014,Brush,Torn pages,2024-10-20
14549665,6082213093,200016,Scissors,Loose binding,2024-02-26
35390116,7344402700,200002,Brush,Cover damage,2024-11-15
79954599,9590634912,200012,Scissors,Loose binding,2024-04-27
42861224,6801596755,200007,Brush,Aging and brittleness,2023-04-28
80216745,5673797465,200025,Binding Tape,Insect damage,2024-03-08
68682413,9924581846,200002,Brush,Water damage,2024-10-19
54395567,8442111622,200028,Clamps,Loose binding,2024-09-21
11535024,4287277268,200016,Clamps,Torn pages,2023-11-10
30278325,2483216287,200030,Binding Tape,Insect damage,2024-02-13
34210497,6781902161,200029,Tweezers,Loose binding,2023-09-13
51512001,3093150303,200002,Clamps,Mold growth,2024-12-14
36569799,3223794107,200014,Clamps,Staining,2024-05-08
61735625,4541820529,200029,Binding Tape,Loose binding,2024-02-16
54919883,5951542605,200028,Clamps,Aging and brittleness,2024-11-24
71172812,4305139916,200030,Binding Tape,Staining,2024-01-12
52429519,1636681448,200012,Scalpel,Insect damage,2023-07-21
51774159,3182177839,200012,Binding Tape,Cover damage,2024-12-25
17171151,1822001413,200029,Binding Tape,Loose binding,2024-08-02
14418642,9613494517,200025,Brush,Torn pages,2024-05-20
79954649,9166362386,200025,Brush,Loose binding,2024-12-21
51512029,6609916291,200025,Binding Tape,Mold growth,2024-09-02
52953823,2964521739,200025,Glue,Faded text,2023-04-20
19137248,1054583602,200030,Scissors,Staining,2024-01-31
18612963,8266206289,200029,Glue,Loose binding,2024-01-07
28050148,2284591948,200014,Brush,Mold growth,2024-09-21
46007018,8743627803,200028,Binding Tape,Water damage,2024-02-28
45875951,7752263192,200030,Scalpel,Aging and brittleness,2023-04-08
13632240,9619972430,200025,Binding Tape,Cover damage,2024-06-18
17040116,4667603314,200028,Tweezers,Loose binding,2025-01-17
24249077,4132950688,200030,Binding Tape,Loose binding,2024-02-21
78119676,4355135474,200029,Clamps,Dust accumulation,2024-06-07
35652350,6902466212,200025,Glue,Dust accumulation,2023-10-17
39846654,3161034286,200002,Clamps,Faded text,2024-10-13
30409474,1781984234,200025,Scalpel,Dust accumulation,2024-11-01
54788874,6700097390,200014,Scalpel,Insect damage,2023-03-20
86377226,1847300138,200002,Glue,Dust accumulation,2024-07-01
52298510,6334488703,200014,Tweezers,Mold growth,2023-11-30
16909072,2194983618,200025,Scalpel,Mold growth,2023-06-25
53740312,6026488453,200028,Scalpel,Staining,2023-10-20
30147354,8393960733,200014,Glue,Dust accumulation,2024-07-24
59114272,7732598866,200028,Scalpel,Mold growth,2023-02-09
80610091,8623140861,200012,Glue,Loose binding,2024-08-03
72090411,7518331871,200025,Clamps,Aging and brittleness,2024-11-13
41550639,2574884710,200007,Tweezers,Torn pages,2023-05-08
64488256,5512647281,200025,Scissors,Faded text,2023-11-01
69337922,7759465394,200029,Glue,Cover damage,2023-11-26
67633987,9042156522,200014,Binding Tape,Aging and brittleness,2023-04-08
99877704,7488064213,200025,Binding Tape,Mold growth,2024-05-31
30016329,9348359074,200029,Brush,Staining,2023-05-30
74842952,1677292352,200028,Glue,Cover damage,2023-12-10
25428820,6465751020,200025,Brush,Staining,2023-11-22
98698073,2960217897,200029,Tweezers,Faded text,2024-03-13
25822046,7795421060,200025,Clamps,Water damage,2024-07-14
12452712,9504898283,200016,Binding Tape,Dust accumulation,2023-08-21
47448939,7130461230,200025,Tweezers,Staining,2023-12-05
17826677,4001097978,200028,Binding Tape,Cover damage,2024-02-15
38536054,6484301348,200014,Scissors,Insect damage,2024-11-30
16253817,3581964648,200025,Glue,Aging and brittleness,2023-05-17
14549882,1403729909,200016,Binding Tape,Staining,2024-02-23
25166717,3734235259,200029,Scalpel,Insect damage,2023-04-11
41157504,3358491222,200014,Tweezers,Dust accumulation,2023-09-13
99484546,8201462850,200007,Tweezers,Mold growth,2023-06-23
30016392,6341167576,200007,Brush,Aging and brittleness,2023-09-20
48497547,6436112125,200002,Scalpel,Loose binding,2023-08-24
49152913,5273734033,200007,Glue,Mold growth,2023-03-04
29623190,2406131821,200002,Clamps,Insect damage,2023-05-20
47580055,4141388568,200030,Scalpel,Mold growth,2024-03-31
72221600,5248864761,200012,Glue,Loose binding,2024-09-06
10355617,5161488531,200014,Glue,Cover damage,2024-01-03
87425956,5840238014,200028,Glue,Cover damage,2024-03-03
95159207,7408748211,200016,Glue,Cover damage,2024-12-08
44565419,7384767202,200016,Clamps,Loose binding,2024-03-17
28836781,4324008846,200014,Scalpel,Aging and brittleness,2023-05-20
84018094,6411609891,200028,Glue,Cover damage,2023-05-14
58590126,9761214535,200016,Scalpel,Loose binding,2023-09-03
79299506,2483916472,200029,Glue,Torn pages,2023-09-22
84018111,9119475507,200028,Binding Tape,Dust accumulation,2024-10-21
20317123,2168241548,200012,Brush,Torn pages,2024-02-06
36307909,1476151554,200030,Scissors,Staining,2023-09-28
11928517,9871374975,200030,Tweezers,Mold growth,2023-05-20
30147531,7775163498,200025,Tweezers,Faded text,2023-03-11
52954061,4405617693,200012,Clamps,Torn pages,2025-01-03
26215374,7237523317,200028,Scissors,Insect damage,2024-01-21
72090582,5588354814,200002,Scissors,Torn pages,2024-12-04
10486747,6509555039,200014,Tweezers,Insect damage,2024-09-25
21365737,7531855392,200028,Glue,Faded text,2023-09-01
36570091,6979117196,200012,Brush,Torn pages,2023-04-02
55968747,1077419647,200028,Clamps,Water damage,2023-10-09
40895469,1725791215,200025,Binding Tape,Loose binding,2023-05-16
39584750,8588623145,200016,Tweezers,Torn pages,2023-03-02
54526962,8049074612,200025,Binding Tape,Aging and brittleness,2023-09-24
60294130,8526188599,200007,Clamps,Dust accumulation,2023-12-23
90571771,2889091132,200029,Brush,Torn pages,2023-11-29
52823038,8592338154,200002,Tweezers,Torn pages,2024-03-09
82838527,9739777786,200012,Scissors,Cover damage,2023-12-31
70779906,1318917327,200002,Clamps,Torn pages,2023-05-04
93586435,6071060761,200025,Scissors,Mold growth,2023-01-25
98436103,5903168428,200016,Clamps,Insect damage,2024-09-04
17564685,6162062757,200030,Clamps,Water damage,2023-04-01
55837710,8434077304,200029,Glue,Staining,2023-02-08
96338965,6444839563,200025,Clamps,Dust accumulation,2023-03-17
56755228,9067442854,200028,Tweezers,Cover damage,2024-10-20
34341918,7239670389,200025,Brush,Aging and brittleness,2024-07-15
40240158,9915786787,200025,Brush,Staining,2023-11-10
15729705,7169604355,200028,Binding Tape,Aging and brittleness,2024-01-24
32637995,6757025668,200014,Scissors,Dust accumulation,2024-10-04
99484716,4653825719,200014,Binding Tape,Faded text,2024-11-16
45614135,3780447423,200016,Tweezers,Water damage,2024-05-16
54658103,1984783270,200030,Scalpel,Insect damage,2024-10-29
67241017,7025519078,200014,Glue,Mold growth,2024-03-23
53609532,6815980098,200002,Scalpel,Faded text,2023-05-19
79561789,1221150825,200014,Brush,Torn pages,2024-01-26
80217152,2586079789,200025,Glue,Loose binding,2023-11-16
90178638,3024981764,200002,Scalpel,Loose binding,2024-08-16
20055118,8162488071,200007,Scalpel,Water damage,2024-11-04
56362068,1259822582,200002,Scissors,Staining,2023-11-19
70517845,3935177352,200014,Tweezers,Torn pages,2024-09-12
20972630,8162103328,200028,Brush,Faded text,2024-04-14
52429911,9805818293,200012,Brush,Water damage,2024-04-06
93324376,9064916729,200014,Scissors,Torn pages,2023-02-21
95683673,9333097608,200029,Scissors,Water damage,2023-04-25
35521624,3960907081,200030,Brush,Insect damage,2023-11-10
79299675,3095005159,200030,Scalpel,Aging and brittleness,2024-12-15
91096154,8129781101,200028,Glue,Faded text,2024-09-04
90309729,2385277585,200016,Glue,Mold growth,2023-10-03
92144745,2322761143,200014,Scissors,Faded text,2024-08-03
88605804,1681784993,200030,Scalpel,Aging and brittleness,2023-12-01
52954221,6891018731,200030,Tweezers,Dust accumulation,2024-02-04
63046766,8540075120,200014,Scalpel,Insect damage,2024-05-03
16516205,3911499036,200012,Glue,Insect damage,2024-04-16
73008236,1950828554,200025,Scalpel,Loose binding,2024-04-06
38143090,4343391057,200025,Glue,Torn pages,2024-01-18
28968055,1762348748,200029,Scissors,Staining,2023-09-26
97911929,1763375635,200007,Brush,Dust accumulation,2024-08-23
45745273,2445494508,200012,Binding Tape,Cover damage,2023-10-02
94504060,6607962691,200025,Brush,Cover damage,2024-01-01
60556415,7979660071,200029,Brush,Staining,2023-11-08
27395204,9411946029,200007,Glue,Torn pages,2024-10-22
42468486,8827292917,200030,Scalpel,Staining,2023-02-09
68682886,9426319432,200030,Tweezers,Aging and brittleness,2024-08-30
29099154,8954195517,200029,Tweezers,Torn pages,2024-04-18
39060627,9230678180,200028,Brush,Insect damage,2024-09-10
17433751,6021053867,200012,Brush,Cover damage,2024-07-15
99091608,4966099423,200030,Glue,Water damage,2024-10-10
20186265,8005060242,200028,Tweezers,Faded text,2023-09-10
74843294,7393563825,200014,Binding Tape,Cover damage,2024-03-24
49677472,8369154151,200002,Scissors,Mold growth,2023-10-11
24642721,4067100610,200029,Scissors,Staining,2024-05-23
21759140,8561114980,200014,Tweezers,Faded text,2023-04-07
17040550,9107191381,200025,Scalpel,Cover damage,2024-01-05
66061478,8700174784,200029,Glue,Mold growth,2024-05-15
33293480,4251080423,200030,Glue,Faded text,2024-01-21
64226478,3021767579,200030,Tweezers,Faded text,2024-05-23
24642736,6604795277,200025,Scissors,Torn pages,2024-08-11
54133941,7874975608,200030,Brush,Cover damage,2024-12-26
73401528,6221526266,200002,Brush,Dust accumulation,2024-11-01
59245752,7306853254,200002,Binding Tape,Mold growth,2023-06-05
97912005,3979021948,200016,Scissors,Staining,2023-07-20
61473996,2763460439,200014,Clamps,Staining,2023-01-29
87033038,7221903584,200030,Tweezers,Aging and brittleness,2024-02-11
25167055,8069513212,200007,Glue,Mold growth,2024-12-21
30803153,6632356037,200012,Glue,Loose binding,2024-08-03
79693009,5224474883,200016,Scissors,Faded text,2023-12-22
59376852,9841832648,200028,Glue,Cover damage,2024-03-27
86639829,6808528412,200012,Glue,Staining,2023-06-04
41682132,3767602612,200007,Clamps,Dust accumulation,2024-01-13
28443860,8821071701,200029,Tweezers,Torn pages,2024-11-15
97387734,3769743292,200029,Binding Tape,Water damage,2024-04-30
60687581,5258824599,200030,Binding Tape,Insect damage,2023-03-15
93062368,9032547735,200012,Scissors,Loose binding,2024-12-28
16385249,1114028932,200028,Scalpel,Torn pages,2023-01-21
58852579,5601361874,200016,Clamps,Staining,2023-04-08
32376040,8785869648,200029,Scissors,Mold growth,2023-06-22
26346732,1348666224,200028,Scissors,Aging and brittleness,2024-09-12
86246639,9408981210,200012,Brush,Aging and brittleness,2024-05-19
80086256,4329826138,200028,Brush,Aging and brittleness,2024-11-24
87426289,5208765461,200029,Scalpel,Insect damage,2024-10-12
20317426,4627008514,200028,Scissors,Staining,2024-05-21
42468597,3344625354,200028,Scissors,Cover damage,2023-05-17
19662079,9841124639,200029,Binding Tape,Faded text,2024-07-16
50332931,7664981458,200028,Brush,Mold growth,2023-02-20
42468619,9593587519,200029,Glue,Mold growth,2023-08-30
16909580,9606301960,200016,Clamps,Faded text,2023-05-21
55706899,5202256137,200030,Tweezers,Insect damage,2024-09-14
28443929,3927932976,200030,Scalpel,Insect damage,2023-03-15
71566620,1336386296,200016,Scissors,Torn pages,2024-02-23
13894941,8344085997,200012,Glue,Torn pages,2024-11-23
94635293,2921245820,200025,Brush,Torn pages,2023-10-19
65930532,1034707868,200030,Binding Tape,Dust accumulation,2023-08-19
80479528,8730811633,200002,Scalpel,Dust accumulation,2023-07-13
87164202,9378246225,200028,Binding Tape,Faded text,2024-08-16
23463215,7700443076,200030,Binding Tape,Cover damage,2023-12-22
84149553,5701234821,200002,Scissors,Water damage,2024-11-13
72746290,8799272414,200028,Tweezers,Dust accumulation,2024-03-06
44959032,2523124024,200002,Clamps,Loose binding,2024-11-27
37487932,5319943459,200029,Binding Tape,Insect damage,2024-09-22
94111037,9688186208,200028,Clamps,Cover damage,2024-01-12
92800317,7578951209,200029,Binding Tape,Torn pages,2023-11-10
89392447,2564400523,200012,Brush,Torn pages,2023-12-25
18220354,6788004770,200016,Clamps,Cover damage,2023-02-02
77464899,3310327691,200016,Clamps,Staining,2023-06-05
70387014,4776159140,200014,Tweezers,Dust accumulation,2023-06-06
91227464,3464316845,200029,Brush,Staining,2024-07-13
79955280,1734880720,200029,Scalpel,Mold growth,2024-06-29
80217431,6559355902,200002,Tweezers,Faded text,2024-07-24
92276056,9176183699,200007,Scalpel,Aging and brittleness,2024-12-21
19400030,2555920881,200030,Scalpel,Cover damage,2023-07-17
31196523,4976201790,200030,Binding Tape,Water damage,2023-05-09
36177260,7353381925,200030,Brush,Insect damage,2024-06-19
69993839,5781024380,200007,Tweezers,Dust accumulation,2023-11-05
52036976,2870972352,200030,Glue,Aging and brittleness,2023-10-25
73926000,4174585125,200028,Glue,Mold growth,2024-01-06
93193588,7059369968,200007,Clamps,Aging and brittleness,2024-02-22
13501815,5056626618,200030,Clamps,Loose binding,2024-11-10
27788666,9936880052,200002,Tweezers,Torn pages,2023-12-31
30541182,4205155360,200030,Binding Tape,Cover damage,2024-03-02
48760191,5361024402,200028,Scissors,Loose binding,2025-01-12
97518976,6796719125,200012,Brush,Mold growth,2023-04-21
80610688,3288471632,200016,Glue,Cover damage,2024-04-15
64882055,5747342585,200028,Scissors,Cover damage,2023-02-09
95159688,5396432469,200014,Scissors,Water damage,2023-05-14
49939858,2419910165,200029,Binding Tape,Dust accumulation,2023-09-16
53872027,1893226459,200014,Tweezers,Mold growth,2023-03-05
95552926,6086281436,200012,Binding Tape,Faded text,2023-03-03
85067166,1529975704,200012,Scissors,Torn pages,2023-03-01
80610720,7228766117,200014,Tweezers,Insect damage,2024-01-05
20972961,1002688186,200016,Scalpel,Water damage,2023-10-08
44828066,3142831816,200025,Binding Tape,Insect damage,2023-03-16
44303775,4536664883,200029,Tweezers,Cover damage,2024-03-17
93848992,2981244691,200012,Scalpel,Water damage,2024-09-02
38274470,8785352444,200002,Tweezers,Staining,2023-05-05
41682344,4129328443,200028,Scalpel,Staining,2024-02-16
96863661,5735552261,200002,Binding Tape,Insect damage,2023-03-10
65013169,2472541796,200030,Clamps,Insect damage,2023-06-08
73008561,1990168156,200028,Scalpel,Staining,2023-10-04
11666865,9104926069,200002,Scissors,Faded text,2023-07-17
68945332,9522565089,200030,Glue,Water damage,2024-04-18
46400961,7562726861,200016,Clamps,Water damage,2024-08-15
72746434,8934511212,200030,Glue,Faded text,2024-07-12
26871238,1508987134,200014,Binding Tape,Cover damage,2024-11-02
73270731,3207197579,200012,Brush,Water damage,2023-03-15
81528269,5402812618,200014,Glue,Cover damage,2024-04-01
14288333,4435144071,200029,Scissors,Dust accumulation,2024-11-27
18220495,6985782088,200012,Scalpel,Faded text,2023-06-22
60687823,7824909131,200002,Clamps,Loose binding,2023-01-29
84936145,6371259095,200014,Glue,Loose binding,2024-03-07
31589849,7367766350,200025,Binding Tape,Torn pages,2023-09-08
14943715,7625322742,200007,Clamps,Cover damage,2023-02-07
58721763,6896053134,200029,Clamps,Water damage,2023-03-06
68814309,7830339244,200028,Scalpel,Aging and brittleness,2023-03-06
94766570,5243654359,200012,Tweezers,Cover damage,2023-09-16
87688697,5982239680,200007,Clamps,Water damage,2023-11-22
44566012,2739627405,200029,Brush,Faded text,2024-03-24
16647676,7052002861,200012,Binding Tape,Mold growth,2024-01-03
22414855,4674801959,200028,Binding Tape,Cover damage,2024-01-05
37094920,9271309660,200007,Tweezers,Dust accumulation,2023-11-13
72091143,5355484535,200025,Scalpel,Loose binding,2024-12-08
62260752,2853343190,200028,Tweezers,Loose binding,2023-07-27
44959249,1263624568,200012,Brush,Staining,2023-11-11
15599129,6050907845,200028,Binding Tape,Mold growth,2024-06-10
12453402,8988584840,200014,Clamps,Cover damage,2024-04-01
66848283,8393943761,200028,Glue,Insect damage,2024-02-04
10749470,1628470085,200014,Brush,Torn pages,2024-07-06
79300128,6100201326,200002,Scissors,Loose binding,2023-11-10
71697952,7421457014,200028,Scalpel,Loose binding,2025-01-06
